CVE-ID,Summary,Provided Nodes,Provided cpe,Inferred cpe,Inferred Product Name,Inferred Nodes,Inferred Nodes Confidence,LLM generated condition string
CVE-2024-0313,"A malicious insider exploiting this vulnerability can circumvent existing security controls put in place by the organization. On the contrary, if the victim is legitimately using the temporary bypass to reach out to the Internet for retrieving application and system updates, a remote device could target it and undo the bypass, thereby denying the victim access to the update service, causing it to fail. ",[],[],"[[""cpe:2.3:a:temporary_bypass:temporary_bypass:*:*:*:*:*:*:*:*""]]",Temporary bypass,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:temporary_bypass:temporary_bypass:*:*:*:*:*:*:*:*'}]}]",none,((malicious_insider = true) AND (security_controls_circumvented = true)) OR ((victim_legitimate_use = true) AND (remote_device_targets_bypass = true) AND (update_service_access_denied = true))
CVE-2024-0312,A malicious insider can uninstall Skyhigh Client Proxy without a valid uninstall password.,[],[],"[[""cpe:2.3:a:skyhigh_networks:skyhigh_client_proxy:-:*:*:*:*:*:*:*""]]",Skyhigh Client Proxy,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:skyhigh_networks:skyhigh_client_proxy:-:*:*:*:*:*:*:*'}]}]",none,uninstall_password = invalid
CVE-2024-0311,A malicious insider can bypass the existing policy of Skyhigh Client Proxy without a valid release code.,[],[],"[[""cpe:2.3:a:skyhigh_networks:skyhigh_client_proxy:bypass_policy_without_valid_release_code:*:*:*:*:*:*:*""]]",Skyhigh Client Proxy,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:skyhigh_networks:skyhigh_client_proxy:bypass_policy_without_valid_release_code:*:*:*:*:*:*:*'}]}]",none,bypass_policy_without_valid_release_code
CVE-2024-28391,"SQL injection vulnerability in FME Modules quickproducttable module for PrestaShop v.1.2.1 and before, allows a remote attacker to escalate privileges and obtain information via the readCsv(), displayAjaxProductChangeAttr, displayAjaxProductAddToCart, getSearchProducts, and displayAjaxProductSku methods.",[],[],"[[""cpe:2.3:a:fme:quickproducttable_module_for_prestashop:*:*:*:*:*:prestashop:*:*""]]",FME Modules quickproducttable module for PrestaShop,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:fme:quickproducttable_module_for_prestashop:*:*:*:*:*:prestashop:*:*'}]}]",none,version <= 1.2.1
CVE-2024-28390,"An issue in Advanced Plugins ultimateimagetool module for PrestaShop before v.2.2.01, allows a remote attacker to escalate privileges and obtain sensitive information via Improper Access Control.",[],[],"[[""cpe:2.3:a:prestashop:prestashop:*:*:*:*:*:*:*:*""]]",PrestaShop,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '2.2.01', 'cpe23Uri': 'cpe:2.3:a:prestashop:prestashop:*:*:*:*:*:*:*:*'}]}]",high,version < 2.2.01
CVE-2024-22398,An improper Limitation of a Pathname to a Restricted Directory (Path Traversal) vulnerability in SonicWall Email Security Appliance could allow a remote attacker with administrative privileges to conduct a directory traversal attack and delete arbitrary files from the appliance file system.,[],[],"[[""cpe:2.3:a:sonicwall:email_security_appliance:-:*:*:*:*:*:*:*""]]",SonicWall Email Security Appliance,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:sonicwall:email_security_appliance:-:*:*:*:*:*:*:*'}]}]",high,version <= 'unknown'
CVE-2024-22397,Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') in the SonicOS SSLVPN portal allows a remote authenticated attacker as a firewall 'admin' user to store and execute arbitrary JavaScript code.,[],[],"[[""cpe:2.3:a:sonicwall:sonicos_sslvpn_nacagent:-:*:*:*:*:*:*:*""]]",SonicOS SSLVPN portal,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:sonicwall:sonicos_sslvpn_nacagent:-:*:*:*:*:*:*:*'}]}]",medium,admin_user && stored_js_code
CVE-2024-22396,An Integer-based buffer overflow vulnerability in the SonicOS via IPSec allows a remote attacker in specific conditions to cause Denial of Service (DoS) and potentially execute arbitrary code by sending a specially crafted IKEv2 payload.,[],[],"[[""cpe:2.3:a:sonicwall:sonicos:*:*:*:*:*:*:*:*""]]",SonicOS,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:sonicwall:sonicos:*:*:*:*:*:*:*:*'}]}]",medium,IPSec < 1
CVE-2024-1884,This is a Server-Side Request Forgery (SSRF) vulnerability in the PaperCut NG/MF server-side module that  allows an attacker to induce the server-side application to make HTTP requests to an arbitrary domain of the attacker's choosing.,[],[],"[[""cpe:2.3:a:papercut:papercut_mf:true:*:*:*:*:*:*:*""]]",PaperCut NG/MF,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:papercut:papercut_mf:true:*:*:*:*:*:*:*'}]}]",medium,true
CVE-2024-1883,"This is a reflected cross site scripting vulnerability in the PaperCut NG/MF application server. An attacker can exploit this weakness by crafting a malicious URL that contains a script. When an unsuspecting user clicks on this malicious link, it could potentially lead to limited loss of confidentiality, integrity or availability. ",[],[],"[[""cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*""]]",PaperCut NG/MF,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*'}]}]",medium,PaperCut NG/MF contains a reflected cross site scripting vulnerability
CVE-2024-1882,"This vulnerability allows an already authenticated admin user to create a malicious payload that could be leveraged for remote code execution on the server hosting the PaperCut NG/MF application server.
",[],[],"[[""cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*""]]",PaperCut NG/MF,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*'}]}]",medium,authenticated_admin = true
CVE-2024-28388,"SQL injection vulnerability in SunnyToo stproductcomments module for PrestaShop v.1.0.5 and before, allows a remote attacker to escalate privileges and obtain sensitive information via the StProductCommentClass::getListcomments method.",[],[],"[[""cpe:2.3:a:sunnytoo:stproductcomments_module_for_prestashop:*:*:*:*:*:prestashop:*:*""]]",SunnyToo stproductcomments module for PrestaShop,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:sunnytoo:stproductcomments_module_for_prestashop:*:*:*:*:*:prestashop:*:*'}]}]",none,version <= 1.0.5
CVE-2024-25653,"Broken Access Control in the Report functionality of Delinea PAM Secret Server 11.4 allows unprivileged users, when Unlimited Admin Mode is enabled, to view system reports and modify custom reports via the Report functionality in the Web UI.",[],[],"[[""cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*""]]",Delinea PAM Secret Server,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*'}]}]",medium,(Unlimited Admin Mode = true) AND (user_privilege < admin)
CVE-2024-25652,"In Delinea PAM Secret Server 11.4, it is possible for a user (with access to the Report functionality) to gain unauthorized access to remote sessions created by legitimate users.",[],[],"[[""cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*""]]",Delinea PAM Secret Server,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '11.5', 'cpe23Uri': 'cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*'}]}]",medium,version < 11.5
CVE-2024-25651,User enumeration can occur in the Authentication REST API in Delinea PAM Secret Server 11.4. This allows a remote attacker to determine whether a user is valid because of a difference in responses from the /oauth2/token endpoint.,[],[],"[[""cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*""]]",Delinea PAM Secret Server,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '11.4', 'cpe23Uri': 'cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*'}]}]",medium,version < 11.4
CVE-2024-25649,"In Delinea PAM Secret Server 11.4, it is possible for an attacker (with Administrator access to the Secret Server machine) to read the following data from a memory dump: the decrypted master key, database credentials (when SQL Server Authentication is enabled), the encryption key of RabbitMQ queue messages, and session cookies.",[],[],"[[""cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*""]]",Delinea PAM Secret Server,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:delinea:secret_server:*:*:*:*:*:*:*:*'}]}]",medium,Administrator_access_to_Secret_Server_machine = true
CVE-2024-1223,"This vulnerability potentially allows unauthorized enumeration of information from the embedded device APIs. An attacker must already have existing knowledge of some combination of valid usernames, device names and an internal system key. For such an attack to be successful the system must be in a specific runtime state.",[],[],"[[""cpe:2.3:a:embedded_device_apis:embedded_device_apis:*:*:*:*:*:*:*:*""]]",embedded device APIs,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:embedded_device_apis:embedded_device_apis:*:*:*:*:*:*:*:*'}]}]",none,((valid_usernames && device_names && internal_system_key) && specific_runtime_state)
CVE-2024-1222,"This allows attackers to use a maliciously formed API request to gain access to an API authorization level with elevated privileges. This applies to a small subset of PaperCut NG/MF API calls.

",[],[],"[[""cpe:2.3:a:papercut:papercut_mf:API_request_is_malformed:*:*:*:*:*:*:*""]]",PaperCut NG/MF,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:papercut:papercut_mf:API_request_is_malformed:*:*:*:*:*:*:*'}]}]",medium,API_request_is_malformed
CVE-2024-1221,"This vulnerability potentially allows files on a PaperCut NG/MF server to be exposed using a specifically formed payload against the impacted API endpoint. The attacker must carry out some reconnaissance to gain knowledge of a system token. This CVE only affects Linux and macOS PaperCut NG/MF servers.
",[],[],"[[""cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*""]]",PaperCut NG/MF,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:papercut:papercut_mf:*:*:*:*:*:*:*:*'}]}]",medium,"operating_system in ['Linux', 'macOS']"
CVE-2024-25650,"Insecure key exchange between Delinea PAM Secret Server 11.4 and the Distributed Engine 8.4.3 allows a PAM administrator to obtain the Symmetric Key (used to encrypt RabbitMQ messages) via crafted payloads to the /pre-authenticate, /authenticate, and /execute-and-respond REST API endpoints. This makes it possible for a PAM administrator to impersonate the Engine and exfiltrate sensitive information from the messages published in the RabbitMQ exchanges, without being audited in the application.",[],[],"[[""cpe:2.3:a:delinea:secret_server:11.4:*:*:*:*:*:*:*"", ""cpe:2.3:a:delinea:pam_distributed_engine:8.4.3:*:*:*:*:*:*:*""]]",Delinea PAM Secret Server 11.4 and Distributed Engine 8.4.3,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'cpe23Uri': 'cpe:2.3:a:delinea:secret_server:11.4:*:*:*:*:*:*:*'}, {'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:delinea:pam_distributed_engine:8.4.3:*:*:*:*:*:*:*'}]}]",medium,(Delinea PAM Secret Server 11.4 < 11.5) && (Delinea Distributed Engine 8.4.3 < 8.5)
CVE-2024-25228,Vinchin Backup and Recovery 7.2 and Earlier is vulnerable to Authenticated Remote Code Execution (RCE) via the getVerifydiyResult function in ManoeuvreHandler.class.php.,[],[],"[[""cpe:2.3:a:vinchin:vinchin_backup_and_recovery:*:*:*:*:*:*:*:*""]]",Vinchin Backup and Recovery,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:vinchin:vinchin_backup_and_recovery:*:*:*:*:*:*:*:*'}]}]",medium,version <= 7.2
CVE-2024-28251,"Querybook is a Big Data Querying UI, combining collocated table metadata and a simple notebook interface. Querybook's datadocs functionality works by using a Websocket Server. The client talks to this WSS whenever updating/deleting/reading any cells as well as for watching the live status of query executions. Currently the CORS setting allows all origins, which could result in cross-site websocket hijacking and allow attackers to read/edit/remove datadocs of the user. This issue has been addressed in version 3.32.0. Users are advised to upgrade. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:querybook:querybook:*:*:*:*:*:*:*:*""]]",Querybook,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '3.32.0', 'cpe23Uri': 'cpe:2.3:a:querybook:querybook:*:*:*:*:*:*:*:*'}]}]",none,version < 3.32.0
CVE-2024-2242,"The Contact Form 7 plugin for WordPress is vulnerable to Reflected Cross-Site Scripting via the ‘active-tab’ parameter in all versions up to, and including, 5.9 due to insufficient input sanitization and output escaping. This makes it possible for unauthenticated attackers to inject arbitrary web scripts in pages that execute if they can successfully trick a user into performing an action such as clicking on a link.",[],[],"[[""cpe:2.3:a:wordpress:wp-contactform:*:*:*:*:*:*:*:*""]]",Contact Form 7,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:wordpress:wp-contactform:*:*:*:*:*:*:*:*'}]}]",medium,version <= 5.9
CVE-2024-2079,"The WPBakery Page Builder Addons by Livemesh plugin for WordPress is vulnerable to Stored Cross-Site Scripting via the plugin's 'per_line_mobile' shortcode in all versions up to, and including, 3.8.1 due to insufficient input sanitization and output escaping on user supplied attributes. This makes it possible for authenticated attackers with contributor-level and above permissions to inject arbitrary web scripts in pages that will execute whenever a user accesses an injected page.",[],[],"[[""cpe:2.3:a:wpbakery:page_builder:*:*:*:*:*:*:*:*""]]",WPBakery Page Builder Addons by Livemesh,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'medium', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:wpbakery:page_builder:*:*:*:*:*:*:*:*'}]}]",medium,version <= 3.8.1
CVE-2024-27703,Cross Site Scripting vulnerability in Leantime 3.0.6 allows a remote attacker to execute arbitrary code via the to-do title parameter.,[],[],"[[""cpe:2.3:a:leantime:leantime:*:*:*:*:*:*:*:*""]]",Leantime,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '3.0.7', 'cpe23Uri': 'cpe:2.3:a:leantime:leantime:*:*:*:*:*:*:*:*'}]}]",high,version < 3.0.7
CVE-2023-38536,HTML injection in OpenText™ Exceed Turbo X affecting version 12.5.1. The vulnerability could result in Cross site scripting.  ,[],[],"[[""cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*""]]",OpenText™ Exceed Turbo X,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '12.5.1', 'cpe23Uri': 'cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*'}]}]",none,version < 12.5.1
CVE-2023-38535,Use of Hard-coded Cryptographic Key vulnerability in OpenText™ Exceed Turbo X affecting versions 12.5.1 and 12.5.2. The vulnerability could compromise the cryptographic keys.  ,[],[],"[[""cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*""]]",OpenText™ Exceed Turbo X,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '=', 'cpe23Uri': 'cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*'}]}]",none,version <= 12.5.2 && version >= 12.5.1
CVE-2023-38534,Improper authentication vulnerability in OpenText™ Exceed Turbo X affecting versions 12.5.0 and 12.5.1. The vulnerability could allow disclosure of restricted information in unauthenticated RPC. ,[],[],"[[""cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*""]]",OpenText™ Exceed Turbo X,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:opentext:exceed_turbo_x:*:*:*:*:*:*:*:*'}]}]",none,(version >= 12.5.0 && version <= 12.5.1)
CVE-2020-11862,"Allocation of Resources Without Limits or Throttling vulnerability in OpenText NetIQ Privileged Account Manager on Linux, Windows, 64 bit allows Flooding.This issue affects NetIQ Privileged Account Manager: before 3.7.0.2.

",[],[],"[[""cpe:2.3:a:opentext:netiq_privileged_account_manager:*:*:*:*:*:*:*:*""]]",OpenText NetIQ Privileged Account Manager,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '3.7.0.2', 'cpe23Uri': 'cpe:2.3:a:opentext:netiq_privileged_account_manager:*:*:*:*:*:*:*:*'}]}]",none,version < 3.7.0.2
CVE-2024-28662,A Cross Site Scripting vulnerability exists in Piwigo before 14.3.0 script because of missing sanitization in create_tag in admin/include/functions.php.,[],[],"[[""cpe:2.3:a:piwigo:piwigo:*:*:*:*:*:*:*:*""]]",Piwigo,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '14.3.0', 'cpe23Uri': 'cpe:2.3:a:piwigo:piwigo:*:*:*:*:*:*:*:*'}]}]",high,version < 14.3.0
CVE-2024-28193,"your_spotify is an open source, self hosted Spotify tracking dashboard. YourSpotify version <1.8.0 allows users to create a public token in the settings, which can be used to provide guest-level access to the information of that specific user in YourSpotify. The /me API endpoint discloses Spotify API access and refresh tokens to guest users. Attackers with access to a public token for guest access to YourSpotify can therefore obtain access to Spotify API tokens of YourSpotify users. As a consequence, attackers may extract profile information, information about listening habits, playlists and other information from the corresponding Spotify profile. In addition, the attacker can pause and resume playback in the Spotify app at will. This issue has been resolved in version 1.8.0. Users are advised to upgrade. There are no known workarounds for this issue.",[],[],"[[""cpe:2.3:a:spotify:spotify:*:*:*:*:*:*:*:*""]]",your_spotify,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '1.8.0', 'cpe23Uri': 'cpe:2.3:a:spotify:spotify:*:*:*:*:*:*:*:*'}]}]",high,version < 1.8.0
CVE-2024-28192,"your_spotify is an open source, self hosted Spotify tracking dashboard. YourSpotify version <1.8.0 is vulnerable to NoSQL injection in the public access token processing logic. Attackers can fully bypass the public token authentication mechanism, regardless if a public token has been generated before or not, without any user interaction or prerequisite knowledge. This vulnerability allows an attacker to fully bypass the public token authentication mechanism, regardless if a public token has been generated before or not, without any user interaction or prerequisite knowledge. This issue has been addressed in version 1.8.0. Users are advised to upgrade. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:spotify:spotify:*:*:*:*:*:*:*:*""]]",your_spotify,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'high', 'versionEndIncluding': '1.8.0', 'cpe23Uri': 'cpe:2.3:a:spotify:spotify:*:*:*:*:*:*:*:*'}]}]",high,version < 1.8.0
CVE-2024-28175,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Due to the improper URL protocols filtering of links specified in the `link.argocd.argoproj.io` annotations in the application summary component, an attacker can achieve cross-site scripting with elevated permissions. All unpatched versions of Argo CD starting with v1.0.0 are vulnerable to a cross-site scripting (XSS) bug allowing a malicious user to inject a javascript: link in the UI. When clicked by a victim user, the script will execute with the victim's permissions (up to and including admin). This vulnerability allows an attacker to perform arbitrary actions on behalf of the victim via the API, such as creating, modifying, and deleting Kubernetes resources. A patch for this vulnerability has been released in Argo CD versions v2.10.3 v2.9.8, and v2.8.12. There are no completely-safe workarounds besides upgrading. The safest alternative, if upgrading is not possible, would be to create a Kubernetes admission controller to reject any resources with an annotation starting with link.argocd.argoproj.io or reject the resource if the value use an improper URL protocol. This validation will need to be applied in all clusters managed by ArgoCD.

",[],[],"[[""cpe:2.3:a:argoproj:argo_cd:*:*:*:*:*:*:*:*""]]",Argo CD,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '2.10.3', 'cpe23Uri': 'cpe:2.3:a:argoproj:argo_cd:*:*:*:*:*:*:*:*'}]}]",none,version < 2.10.3 || version < 2.9.8 || version < 2.8.12
CVE-2024-27102,"Wings is the server control plane for Pterodactyl Panel. This vulnerability impacts anyone running the affected versions of Wings. The vulnerability can potentially be used to access files and directories on the host system. The full scope of impact is exactly unknown, but reading files outside of a server's base directory (sandbox root) is possible. In order to use this exploit, an attacker must have an existing ""server"" allocated and controlled by Wings. Details on the exploitation of this vulnerability are embargoed until March 27th, 2024 at 18:00 UTC. In order to mitigate this vulnerability, a full rewrite of the entire server filesystem was necessary. Because of this, the size of the patch is massive, however effort was made to reduce the amount of breaking changes. Users are advised to update to version 1.11.9. There are no known workarounds for this vulnerability.",[],[],"[[""cpe:2.3:a:wings_project:wings:*:*:*:*:*:*:*:*""]]",Wings,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '1.11.9', 'cpe23Uri': 'cpe:2.3:a:wings_project:wings:*:*:*:*:*:*:*:*'}]}]",none,version < 1.11.9
CVE-2024-27097,"A user endpoint didn't perform filtering on an incoming parameter, which was added directly to the application log. This could lead to an attacker injecting false log entries or corrupt the log file format. This has been fixed in the CKAN versions 2.9.11 and 2.10.4. Users are advised to upgrade. Users unable to upgrade should override the `/user/reset` endpoint to filter the `id` parameter in order to exclude newlines.

",[],[],"[[""cpe:2.3:a:ckan:ckan:*:*:*:*:*:*:*:*""]]",CKAN,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '2.9.11', 'cpe23Uri': 'cpe:2.3:a:ckan:ckan:*:*:*:*:*:*:*:*'}]}]",none,version < 2.9.11 || version < 2.10.4
CVE-2024-25250,SQL Injection vulnerability in code-projects Agro-School Management System 1.0 allows attackers to run arbitrary code via the Login page.,[],[],"[[""cpe:2.3:a:code-projects:agro-school_management_system:*:*:*:*:*:*:*:*""]]",code-projects Agro-School Management System,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects:agro-school_management_system:*:*:*:*:*:*:*:*'}]}]",none,Login page is vulnerable to SQL injection
CVE-2024-24105,SQL Injection vulnerability in Code-projects Computer Science Time Table System 1.0 allows attackers to run arbitrary code via adminFormvalidation.php.,[],[],"[[""cpe:2.3:a:code-projects:computer_science_time_table_system:*:*:*:*:*:*:*:*""]]",Code-projects Computer Science Time Table System,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:code-projects:computer_science_time_table_system:*:*:*:*:*:*:*:*'}]}]",none,adminFormvalidation.php contains SQL injection vulnerability
CVE-2024-22167,"A potential DLL hijacking vulnerability in the SanDisk PrivateAccess application for Windows that could lead to arbitrary code execution in the context of the system user. This vulnerability is only exploitable locally if an attacker has access to a copy of the user's vault or has already gained access into a user's system. This attack is limited to the system in context and cannot be propagated. 
",[],[],"[[""cpe:2.3:a:sandisk:privateaccess:-:*:*:*:*:*:*:*""]]",SanDisk PrivateAccess,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '3.0', 'cpe23Uri': 'cpe:2.3:a:sandisk:privateaccess:-:*:*:*:*:*:*:*'}]}]",none,version < 3.0
CVE-2023-50726,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. ""Local sync"" is an Argo CD feature that allows developers to temporarily override an Application's manifests with locally-defined manifests. Use of the feature should generally be limited to highly-trusted users, since it allows the user to bypass any merge protections in git. An improper validation bug allows users who have `create` privileges but not `override` privileges to sync local manifests on app creation. All other restrictions, including AppProject restrictions are still enforced. The only restriction which is not enforced is that the manifests come from some approved git/Helm/OCI source. The bug was introduced in 1.2.0-rc1 when the local manifest sync feature was added. The bug has been patched in Argo CD versions 2.10.3, 2.9.8, and 2.8.12. Users are advised to upgrade. Users unable to upgrade may mitigate the risk of branch protection bypass by removing `applications, create` RBAC access. The only way to eliminate the issue without removing RBAC access is to upgrade to a patched version.",[],[],"[[""cpe:2.3:a:argoproj:argo_cd:*:*:*:*:*:*:*:*""]]",Argo CD,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'versionEndIncluding': '2.10.3', 'cpe23Uri': 'cpe:2.3:a:argoproj:argo_cd:*:*:*:*:*:*:*:*'}]}]",none,version < 2.10.3 || version < 2.9.8 || version < 2.8.12
CVE-2023-41505,An arbitrary file upload vulnerability in the Add Student's Profile Picture function of Student Enrollment In PHP v1.0 allows attackers to execute arbitrary code via uploading a crafted PHP file.,[],[],"[[""cpe:2.3:a:student_enrollment_in_php:student_enrollment_in_php:1.0:*:*:*:*:*:*:*""]]",Student Enrollment In PHP v1.0,"[{'operator': 'OR', 'children': [], 'cpe_match': [{'vulnerable': True, 'cpe_name': [], 'ae:confidence': 'none', 'cpe23Uri': 'cpe:2.3:a:student_enrollment_in_php:student_enrollment_in_php:1.0:*:*:*:*:*:*:*'}]}]",none,file_upload_vulnerability && arbitrary_code_execution
